ID_Produit;Nom_Produit;Categorie;Prix_Unitaire_ECO;Quantite_Stock;Statut_Disponibilite;Score_Avis;Date_Ajout;Poids_kg;Code_Barres
PROD-0235;Haltères Vortex;Sports & Loisirs;20.54;220;En stock;3.9;2026-06-22;4.04;3660123483545
PROD-0236;Haltères Apex;Sports & Loisirs;526.74;1167;En stock;4.1;2025-01-06;8.34;3660123177103
PROD-0237;Raquette de Tennis Quantum;Sports & Loisirs;996.07;572;En stock;4.7;2025-09-30;10.24;3660123224582
PROD-0238;Aspirateur Robot Quantum;Maison & Cuisine;491.42;694;En stock;4.1;2025-01-09;11.35;3660123308727
PROD-0239;Parfum Vortex;Beauté & Santé;61.92;79;En stock;3.3;2024-12-07;12.08;3660123644559
PROD-0240;Vélo Tout Terrain Vortex;Sports & Loisirs;1162.13;286;En stock;3.7;2025-09-19;4.85;3660123512042
PROD-0241;Crème Hydratante Vortex;Beauté & Santé;443.91;1043;En stock;4.1;2025-12-26;8.49;3660123597960
PROD-0242;Écouteurs Sans Fil Zenith;Électronique;879.2;853;En stock;4.2;2026-03-26;13.49;3660123821466
PROD-0243;Tablette Quantum;Électronique;352.52;1342;En stock;4.6;2026-03-05;8.72;3660123338596
PROD-0244;Tablette Quantum;Électronique;229.95;1288;En stock;4.4;2026-03-04;12.63;3660123254954
PROD-0245;Aspirateur Robot Vortex;Maison & Cuisine;1233.17;225;En stock;3.4;2025-03-27;4.77;3660123258787
PROD-0246;Vélo Tout Terrain Quantum;Sports & Loisirs;657.34;1252;En stock;4.8;2026-06-12;12.74;3660123862736
PROD-0247;Montre Connectée Nova;Électronique;679.09;1148;En stock;3.7;2025-11-09;7.23;3660123495129
PROD-0248;Jeans Slim Quantum;Mode;1186.63;701;En stock;4.1;2025-11-23;11.6;3660123855944
PROD-0249;Sac à Dos Quantum;Mode;258.01;504;En stock;3.6;2024-11-01;3.45;3660123412071
PROD-0250;Jeans Slim Elite;Mode;919.42;649;En stock;4.0;2025-07-27;14.01;3660123934042
PROD-0251;Veste d'Hiver Apex;Mode;749.78;1112;En stock;3.8;2025-02-08;12.29;3660123910616
PROD-0252;Mélangeur Apex;Maison & Cuisine;381.03;1462;En stock;3.2;2026-08-04;6.69;3660123368900
PROD-0253;Vélo Tout Terrain Nova;Sports & Loisirs;1078.05;555;En stock;4.9;2025-12-13;4.15;3660123214532
PROD-0254;Brosse à Dents Électrique Nova;Beauté & Santé;75.48;1087;En stock;3.5;2024-08-26;0.88;3660123533377
PROD-0255;Chaussures de Sport Apex;Mode;888.73;281;En stock;3.0;2025-07-17;14.67;3660123265613
PROD-0256;Gourde Isotherme Quantum;Sports & Loisirs;849.18;588;En stock;3.6;2025-10-23;0.98;3660123906066
PROD-0257;Montre Connectée Vortex;Électronique;309.55;1480;En stock;4.7;2024-02-08;13.71;3660123283568
PROD-0258;Vélo Tout Terrain Apex;Sports & Loisirs;1296.34;813;En stock;4.6;2024-07-09;14.06;3660123403528
PROD-0259;Smartphone Zenith;Électronique;742.66;219;En stock;4.9;2024-12-09;4.34;3660123772464
PROD-0260;Parfum Nova;Beauté & Santé;1107.86;958;En stock;3.5;2026-04-08;1.78;3660123270387
PROD-0261;Haltères Elite;Sports & Loisirs;250.19;690;En stock;4.6;2025-08-04;10.15;3660123302544
PROD-0262;Friteuse sans Huile Elite;Maison & Cuisine;1167.18;875;En stock;4.0;2024-03-29;6.07;3660123200018
PROD-0263;Machine à Café Quantum;Maison & Cuisine;427.44;508;En stock;3.0;2025-01-27;3.61;3660123890371
PROD-0264;Veste d'Hiver Zenith;Mode;761.36;1173;En stock;3.0;2025-10-31;5.46;3660123347781
PROD-0265;Montre Connectée Apex;Électronique;610.35;327;En stock;3.8;2025-05-29;13.85;3660123837733
PROD-0266;T-shirt en Coton Elite;Mode;1191.8;604;En stock;3.7;2024-08-14;3.37;3660123240057
PROD-0267;Vélo Tout Terrain Quantum;Sports & Loisirs;974.57;1240;En stock;3.7;2025-12-19;8.28;3660123593699
PROD-0268;Brosse à Dents Électrique Nova;Beauté & Santé;887.63;1220;En stock;4.7;2024-03-24;7.93;3660123653829
PROD-0269;T-shirt en Coton Vortex;Mode;154.74;1121;En stock;4.8;2024-07-26;8.63;3660123257131
PROD-0270;Mélangeur Vortex;Maison & Cuisine;579.96;1393;En stock;3.4;2025-08-20;7.38;3660123635167
PROD-0271;Tapis de Yoga Quantum;Sports & Loisirs;180.2;850;En stock;3.9;2024-02-29;8.43;3660123805448
PROD-0272;T-shirt en Coton Quantum;Mode;338.24;6;Stock faible;4.5;2025-08-15;1.19;3660123544278
PROD-0273;T-shirt en Coton Vortex;Mode;1292.41;141;En stock;5.0;2025-04-28;0.57;3660123528728
PROD-0274;Machine à Café Elite;Maison & Cuisine;1272.04;1322;En stock;4.9;2025-01-18;14.89;3660123501058
PROD-0275;Gourde Isotherme Quantum;Sports & Loisirs;113.51;1355;En stock;4.7;2024-05-16;9.84;3660123464663
PROD-0276;Ordinateur Portable Vortex;Électronique;517.04;260;En stock;4.5;2024-08-16;12.54;3660123892911
PROD-0277;Écouteurs Sans Fil Quantum;Électronique;878.8;1115;En stock;3.8;2025-01-23;12.37;3660123359535
PROD-0278;Haltères Nova;Sports & Loisirs;365.58;1484;En stock;4.5;2024-02-02;12.16;3660123539605
PROD-0279;Sèche-Cheveux Nova;Beauté & Santé;275.84;206;En stock;4.2;2025-04-02;9.01;3660123837449
PROD-0280;Ordinateur Portable Elite;Électronique;67.06;898;En stock;3.5;2024-08-10;11.34;3660123913761
PROD-0281;Ordinateur Portable Vortex;Électronique;1291.58;479;En stock;4.6;2026-01-19;8.68;3660123705526
PROD-0282;Crème Hydratante Nova;Beauté & Santé;399.27;293;En stock;5.0;2025-06-17;3.39;3660123415098
PROD-0283;T-shirt en Coton Vortex;Mode;1233.58;358;En stock;4.3;2025-03-13;8.38;3660123149161
PROD-0284;Chaussures de Sport Vortex;Mode;421.16;852;En stock;3.8;2024-11-03;5.71;3660123891062
PROD-0285;Parfum Nova;Beauté & Santé;1105.64;615;En stock;4.7;2024-05-27;12.11;3660123160423
PROD-0286;Parfum Quantum;Beauté & Santé;728.89;274;En stock;3.8;2024-09-18;3.13;3660123778120
PROD-0287;Télévision 4K Zenith;Électronique;129.27;1483;En stock;4.7;2024-02-22;4.1;3660123806396
PROD-0288;Sèche-Cheveux Apex;Beauté & Santé;252.72;1203;En stock;4.4;2025-07-26;3.33;3660123319036
PROD-0289;Veste d'Hiver Apex;Mode;283.22;389;En stock;4.9;2024-04-30;11.23;3660123890973
PROD-0290;Vélo Tout Terrain Elite;Sports & Loisirs;789.67;418;En stock;3.8;2024-09-02;8.33;3660123913185
PROD-0291;Chaussures de Sport Quantum;Mode;698.4;735;En stock;3.6;2025-01-03;7.74;3660123621433
PROD-0292;Tapis de Yoga Elite;Sports & Loisirs;615.63;655;En stock;4.8;2025-01-14;4.76;3660123147936
PROD-0293;Brosse à Dents Électrique Elite;Beauté & Santé;198.23;534;En stock;4.1;2025-08-21;8.73;3660123537862
PROD-0294;Jeans Slim Nova;Mode;435.52;777;En stock;4.1;2024-09-08;7.54;3660123786406
PROD-0295;Veste d'Hiver Quantum;Mode;1256.79;1314;En stock;4.5;2025-04-16;2.61;3660123933592
PROD-0296;Jeans Slim Nova;Mode;939.19;1000;En stock;3.4;2026-06-29;8.18;3660123772985
PROD-0297;Tablette Apex;Électronique;1092.39;152;En stock;4.9;2025-11-15;0.82;3660123106693
PROD-0298;Vélo Tout Terrain Elite;Sports & Loisirs;308.54;1448;En stock;3.3;2024-08-11;7.64;3660123491329
PROD-0299;Tablette Elite;Électronique;870.1;1262;En stock;4.8;2025-11-06;7.37;3660123106933
PROD-0300;Parfum Apex;Beauté & Santé;31.57;1479;En stock;3.5;2024-10-20;0.36;3660123952657
PROD-0301;Vélo Tout Terrain Apex;Sports & Loisirs;1194.27;1073;En stock;3.3;2024-07-15;9.33;3660123364679
PROD-0302;Veste d'Hiver Quantum;Mode;111.92;831;En stock;3.9;2024-09-06;14.85;3660123336828
PROD-0303;T-shirt en Coton Elite;Mode;1289.25;1330;En stock;4.5;2024-04-05;6.14;3660123495490
PROD-0304;Parfum Apex;Beauté & Santé;831.4;1439;En stock;3.3;2025-05-26;12.7;3660123776234
PROD-0305;Sac à Dos Apex;Mode;1164.27;87;En stock;3.5;2026-07-11;13.03;3660123694316
PROD-0306;Haltères Apex;Sports & Loisirs;1202.16;1401;En stock;4.9;2026-07-09;8.19;3660123790077
PROD-0307;Ordinateur Portable Zenith;Électronique;30.19;424;En stock;4.2;2026-02-09;12.33;3660123960778
PROD-0308;Tapis de Yoga Zenith;Sports & Loisirs;219.55;492;En stock;4.1;2026-05-19;5.9;3660123666820
PROD-0309;Chaussures de Sport Elite;Mode;190.53;1411;En stock;4.4;2025-05-27;11.21;3660123462659
PROD-0310;Smartphone Quantum;Électronique;309.46;155;En stock;3.7;2026-02-26;9.25;3660123724540
PROD-0311;Haltères Apex;Sports & Loisirs;828.01;922;En stock;4.0;2024-12-30;8.34;3660123493663
PROD-0312;Vélo Tout Terrain Elite;Sports & Loisirs;765.77;778;En stock;3.2;2025-09-25;4.5;3660123358421
PROD-0313;Smartphone Zenith;Électronique;208.94;1457;En stock;4.6;2024-06-06;11.12;3660123432061
PROD-0314;T-shirt en Coton Apex;Mode;16.69;631;En stock;3.9;2026-02-18;4.12;3660123238943
PROD-0315;Ordinateur Portable Quantum;Électronique;589.0;1136;En stock;4.0;2024-04-15;0.49;3660123471106
PROD-0316;Sèche-Cheveux Vortex;Beauté & Santé;781.47;664;En stock;4.7;2024-01-13;4.45;3660123506637
PROD-0317;Montre Connectée Vortex;Électronique;1177.71;497;En stock;4.1;2024-06-22;10.31;3660123277735
PROD-0318;Mélangeur Zenith;Maison & Cuisine;356.23;298;En stock;3.1;2025-03-21;4.21;3660123414313
PROD-0319;Tapis de Yoga Zenith;Sports & Loisirs;334.68;505;En stock;4.4;2025-05-22;8.95;3660123305047
PROD-0320;Tapis de Yoga Nova;Sports & Loisirs;403.0;810;En stock;3.7;2025-09-27;5.76;3660123445549
PROD-0321;Haltères Quantum;Sports & Loisirs;1061.95;1333;En stock;4.9;2024-05-19;4.58;3660123732512
PROD-0322;Four à Micro-ondes Zenith;Maison & Cuisine;239.14;815;En stock;4.9;2024-10-25;11.05;3660123763646
PROD-0323;Raquette de Tennis Nova;Sports & Loisirs;430.38;574;En stock;4.6;2025-02-06;5.54;3660123691240
PROD-0324;Friteuse sans Huile Vortex;Maison & Cuisine;242.1;1126;En stock;3.1;2026-01-14;6.98;3660123842776
PROD-0325;Four à Micro-ondes Zenith;Maison & Cuisine;1082.34;141;En stock;4.6;2026-03-25;11.95;3660123805668
PROD-0326;Vélo Tout Terrain Elite;Sports & Loisirs;400.64;517;En stock;4.3;2026-01-02;6.4;3660123495303
PROD-0327;Télévision 4K Vortex;Électronique;628.2;820;En stock;4.1;2026-08-03;13.81;3660123825309
PROD-0328;Raquette de Tennis Apex;Sports & Loisirs;1030.02;736;En stock;4.4;2026-04-11;8.1;3660123769180
PROD-0329;Smartphone Nova;Électronique;858.3;727;En stock;3.3;2025-09-19;0.76;3660123776364
PROD-0330;Haltères Quantum;Sports & Loisirs;146.66;201;En stock;3.5;2025-06-06;11.23;3660123685098
PROD-0331;Brosse à Dents Électrique Quantum;Beauté & Santé;492.6;948;En stock;4.5;2025-08-25;10.39;3660123258067
PROD-0332;T-shirt en Coton Quantum;Mode;144.86;851;En stock;4.8;2024-03-28;1.83;3660123865618
PROD-0333;Mélangeur Zenith;Maison & Cuisine;452.55;423;En stock;4.0;2024-12-22;7.19;3660123559450
PROD-0334;Haltères Apex;Sports & Loisirs;397.33;1455;En stock;3.2;2026-05-19;5.21;3660123214675
PROD-0335;Machine à Café Vortex;Maison & Cuisine;235.03;327;En stock;3.7;2025-03-12;14.38;3660123343118
PROD-0336;Vélo Tout Terrain Nova;Sports & Loisirs;836.21;885;En stock;3.8;2026-01-25;9.25;3660123306909
PROD-0337;Raquette de Tennis Quantum;Sports & Loisirs;511.59;1443;En stock;3.4;2024-10-12;11.31;3660123948014
PROD-0338;Tablette Apex;Électronique;1041.35;1099;En stock;3.4;2024-11-29;3.04;3660123219490
PROD-0339;Chaussures de Sport Vortex;Mode;1256.02;641;En stock;4.2;2025-09-17;5.95;3660123219781
PROD-0340;Veste d'Hiver Quantum;Mode;806.39;1379;En stock;4.4;2024-10-31;13.79;3660123718836
PROD-0341;Montre Connectée Nova;Électronique;414.0;488;En stock;3.6;2024-07-06;5.66;3660123248225
PROD-0342;Parfum Quantum;Beauté & Santé;779.38;1177;En stock;3.8;2024-07-09;7.35;3660123663483
PROD-0343;Friteuse sans Huile Nova;Maison & Cuisine;641.63;287;En stock;3.4;2026-05-12;6.82;3660123156215
PROD-0344;T-shirt en Coton Quantum;Mode;186.12;786;En stock;4.9;2025-06-01;9.83;3660123529008
PROD-0345;Gourde Isotherme Elite;Sports & Loisirs;1093.45;1000;En stock;3.3;2025-08-01;0.56;3660123898025
PROD-0346;Mélangeur Apex;Maison & Cuisine;364.55;1101;En stock;3.6;2026-03-10;6.91;3660123878586
PROD-0347;Raquette de Tennis Vortex;Sports & Loisirs;156.03;233;En stock;3.5;2025-07-10;12.37;3660123484682
PROD-0348;Sèche-Cheveux Elite;Beauté & Santé;579.35;447;En stock;5.0;2024-04-14;11.07;3660123785424
PROD-0349;Mélangeur Apex;Maison & Cuisine;590.14;713;En stock;4.7;2024-03-30;6.64;3660123223088
PROD-0350;Machine à Café Elite;Maison & Cuisine;768.41;718;En stock;4.7;2025-09-16;9.53;3660123274044
PROD-0351;Brosse à Dents Électrique Nova;Beauté & Santé;1059.44;121;En stock;4.1;2025-06-29;4.29;3660123664939
PROD-0352;Mélangeur Elite;Maison & Cuisine;387.49;1172;En stock;3.5;2026-05-28;7.76;3660123812296
PROD-0353;Ordinateur Portable Quantum;Électronique;1195.2;567;En stock;4.7;2024-05-09;10.55;3660123239136
PROD-0354;Machine à Café Elite;Maison & Cuisine;425.49;506;En stock;4.5;2025-11-23;5.95;3660123249077
PROD-0355;Crème Hydratante Elite;Beauté & Santé;544.34;925;En stock;3.2;2026-03-24;13.21;3660123197616
PROD-0356;Raquette de Tennis Elite;Sports & Loisirs;368.9;755;En stock;3.9;2025-05-14;4.98;3660123102593
PROD-0357;Montre Connectée Quantum;Électronique;828.93;1428;En stock;3.7;2024-03-05;11.96;3660123517035
PROD-0358;Four à Micro-ondes Nova;Maison & Cuisine;648.17;661;En stock;4.7;2024-12-11;8.25;3660123236937
PROD-0359;Parfum Zenith;Beauté & Santé;1163.45;99;En stock;3.1;2025-10-03;11.78;3660123581906
PROD-0360;Smartphone Nova;Électronique;579.25;1;Stock faible;5.0;2025-03-14;3.11;3660123822040
PROD-0361;Mélangeur Nova;Maison & Cuisine;1138.0;561;En stock;3.2;2025-01-04;3.83;3660123489906
PROD-0362;Aspirateur Robot Quantum;Maison & Cuisine;817.02;1486;En stock;4.4;2024-08-27;6.5;3660123195629
PROD-0363;Smartphone Nova;Électronique;625.07;271;En stock;4.2;2025-06-15;10.23;3660123109738
PROD-0364;Montre Connectée Zenith;Électronique;1064.06;864;En stock;4.4;2025-05-04;1.16;3660123501677
PROD-0365;Montre Connectée Apex;Électronique;143.12;752;En stock;4.8;2024-05-20;5.8;3660123952878
PROD-0366;Machine à Café Apex;Maison & Cuisine;694.35;17;Stock faible;4.2;2024-06-17;6.66;3660123857524
PROD-0367;Machine à Café Quantum;Maison & Cuisine;804.73;906;En stock;4.7;2024-03-29;13.46;3660123246814
PROD-0368;Tablette Elite;Électronique;505.39;879;En stock;3.6;2024-05-23;3.79;3660123775933
PROD-0369;Ordinateur Portable Vortex;Électronique;785.28;1476;En stock;4.2;2026-03-08;14.13;3660123128127
PROD-0370;Jeans Slim Vortex;Mode;792.93;386;En stock;4.5;2024-10-29;9.73;3660123921875
PROD-0371;Four à Micro-ondes Quantum;Maison & Cuisine;155.43;1023;En stock;4.3;2024-03-13;7.97;3660123112653
PROD-0372;Veste d'Hiver Nova;Mode;509.01;1164;En stock;3.8;2025-07-13;10.28;3660123899776
PROD-0373;Tapis de Yoga Apex;Sports & Loisirs;767.69;28;Stock faible;3.5;2024-02-10;13.85;3660123927630
PROD-0374;Raquette de Tennis Zenith;Sports & Loisirs;820.85;1026;En stock;4.5;2025-03-09;10.56;3660123186431
PROD-0375;Brosse à Dents Électrique Zenith;Beauté & Santé;117.83;161;En stock;4.0;2024-07-27;14.62;3660123262924
PROD-0376;Crème Hydratante Quantum;Beauté & Santé;766.49;1330;En stock;4.4;2024-03-08;4.72;3660123558737
PROD-0377;Aspirateur Robot Nova;Maison & Cuisine;121.2;889;En stock;3.2;2025-09-18;9.17;3660123424314
PROD-0378;Aspirateur Robot Apex;Maison & Cuisine;923.18;1436;En stock;3.0;2025-05-23;14.3;3660123648410
PROD-0379;Crème Hydratante Nova;Beauté & Santé;489.7;550;En stock;4.5;2024-04-30;11.59;3660123130782
PROD-0380;Chaussures de Sport Zenith;Mode;685.76;538;En stock;4.4;2025-08-13;9.45;3660123620248
PROD-0381;Raquette de Tennis Zenith;Sports & Loisirs;81.51;1160;En stock;3.3;2024-06-10;3.9;3660123207903
PROD-0382;Sèche-Cheveux Nova;Beauté & Santé;965.6;5;Stock faible;3.1;2026-06-02;0.28;3660123148215
PROD-0383;Haltères Quantum;Sports & Loisirs;1197.08;366;En stock;4.9;2026-05-28;0.63;3660123942127
PROD-0384;Vélo Tout Terrain Zenith;Sports & Loisirs;330.25;1475;En stock;3.6;2026-04-25;1.26;3660123490917
PROD-0385;Tablette Elite;Électronique;1173.49;367;En stock;3.4;2025-06-12;14.72;3660123520400
PROD-0386;Télévision 4K Zenith;Électronique;1007.84;636;En stock;3.7;2025-07-20;6.91;3660123486839
PROD-0387;Mélangeur Vortex;Maison & Cuisine;1022.0;1275;En stock;3.5;2025-01-12;8.92;3660123617326
PROD-0388;Friteuse sans Huile Nova;Maison & Cuisine;204.22;839;En stock;3.0;2025-07-08;5.26;3660123980357
PROD-0389;Écouteurs Sans Fil Apex;Électronique;989.01;770;En stock;4.7;2026-01-14;4.68;3660123315161
PROD-0390;Brosse à Dents Électrique Quantum;Beauté & Santé;644.71;122;En stock;4.9;2024-05-25;10.7;3660123197545
PROD-0391;Ordinateur Portable Vortex;Électronique;542.83;762;En stock;3.9;2026-02-04;1.37;3660123200219
PROD-0392;Brosse à Dents Électrique Elite;Beauté & Santé;1067.74;153;En stock;4.2;2024-03-04;6.58;3660123237057
PROD-0393;Mélangeur Zenith;Maison & Cuisine;1107.67;804;En stock;4.4;2026-01-23;4.96;3660123574751
PROD-0394;Jeans Slim Apex;Mode;1227.18;278;En stock;4.6;2025-08-21;1.72;3660123210790
PROD-0395;Four à Micro-ondes Quantum;Maison & Cuisine;415.09;247;En stock;4.1;2026-02-27;3.19;3660123423284
PROD-0396;Haltères Apex;Sports & Loisirs;126.63;1405;En stock;3.6;2025-12-22;10.48;3660123142288
PROD-0397;Mélangeur Nova;Maison & Cuisine;127.65;508;En stock;4.9;2025-02-09;7.75;3660123810078
PROD-0398;Veste d'Hiver Nova;Mode;50.09;828;En stock;4.7;2025-07-23;11.25;3660123361989
PROD-0399;Télévision 4K Apex;Électronique;1047.02;286;En stock;3.2;2024-03-04;12.47;3660123333086
PROD-0400;Machine à Café Quantum;Maison & Cuisine;490.18;1290;En stock;4.9;2024-03-27;8.78;3660123371393
PROD-0401;Smartphone Apex;Électronique;265.09;1322;En stock;3.9;2024-05-11;1.47;3660123988432
PROD-0402;T-shirt en Coton Apex;Mode;1225.53;103;En stock;3.3;2025-08-10;6.55;3660123859620
PROD-0403;Gourde Isotherme Apex;Sports & Loisirs;503.71;873;En stock;3.3;2024-08-07;13.63;3660123388339
PROD-0404;Chaussures de Sport Nova;Mode;54.69;1268;En stock;4.2;2025-10-24;4.5;3660123532005
PROD-0405;Parfum Apex;Beauté & Santé;123.15;784;En stock;3.3;2024-07-23;9.68;3660123935922
PROD-0406;Brosse à Dents Électrique Elite;Beauté & Santé;1292.36;1113;En stock;4.6;2025-01-26;11.75;3660123476556
PROD-0407;Raquette de Tennis Quantum;Sports & Loisirs;453.79;1158;En stock;4.0;2025-02-01;4.13;3660123127329
PROD-0408;Sac à Dos Nova;Mode;47.79;575;En stock;3.1;2025-04-28;7.99;3660123904092
PROD-0409;Brosse à Dents Électrique Nova;Beauté & Santé;139.16;1345;En stock;3.5;2025-06-30;12.26;3660123872863
PROD-0410;Ordinateur Portable Vortex;Électronique;1101.98;795;En stock;3.7;2026-05-09;14.87;3660123282150
PROD-0411;Machine à Café Vortex;Maison & Cuisine;420.22;1428;En stock;3.7;2025-08-28;0.52;3660123834591
PROD-0412;Sac à Dos Vortex;Mode;193.3;385;En stock;4.7;2026-04-09;13.24;3660123616137
PROD-0413;Crème Hydratante Nova;Beauté & Santé;642.65;184;En stock;3.1;2025-09-08;3.36;3660123652021
PROD-0414;Tapis de Yoga Zenith;Sports & Loisirs;1194.08;412;En stock;4.6;2024-12-14;10.78;3660123941403
PROD-0415;T-shirt en Coton Apex;Mode;200.54;1443;En stock;4.8;2026-03-03;1.75;3660123651860
PROD-0416;T-shirt en Coton Zenith;Mode;918.84;1356;En stock;3.8;2024-04-13;5.11;3660123438273
PROD-0417;Machine à Café Elite;Maison & Cuisine;1233.8;1309;En stock;4.9;2025-10-26;4.83;3660123841535
PROD-0418;Crème Hydratante Nova;Beauté & Santé;868.53;359;En stock;3.8;2026-01-21;10.36;3660123233534
PROD-0419;Aspirateur Robot Elite;Maison & Cuisine;1233.81;801;En stock;4.7;2026-02-28;14.48;3660123133955
PROD-0420;Friteuse sans Huile Zenith;Maison & Cuisine;1198.13;1252;En stock;3.4;2025-08-02;1.65;3660123620287
PROD-0421;Mélangeur Elite;Maison & Cuisine;110.36;710;En stock;5.0;2024-06-20;9.58;3660123193035
PROD-0422;Chaussures de Sport Apex;Mode;352.11;511;En stock;4.4;2024-12-24;3.92;3660123213282
PROD-0423;Smartphone Quantum;Électronique;575.29;859;En stock;4.9;2026-06-24;6.27;3660123497108
PROD-0424;Sac à Dos Quantum;Mode;140.83;981;En stock;4.6;2025-08-14;9.8;3660123820539
PROD-0425;Machine à Café Quantum;Maison & Cuisine;105.08;68;En stock;3.6;2024-11-22;3.99;3660123209812
PROD-0426;Écouteurs Sans Fil Nova;Électronique;1155.42;329;En stock;4.5;2025-07-14;14.13;3660123197627
PROD-0427;Sac à Dos Vortex;Mode;1162.25;1442;En stock;3.1;2025-10-31;2.56;3660123555292
PROD-0428;Aspirateur Robot Apex;Maison & Cuisine;437.1;389;En stock;3.8;2025-07-21;10.86;3660123865433
PROD-0429;Crème Hydratante Elite;Beauté & Santé;373.15;486;En stock;3.2;2025-02-06;8.62;3660123980651
PROD-0430;Vélo Tout Terrain Apex;Sports & Loisirs;475.46;875;En stock;3.2;2026-04-23;9.96;3660123729371
PROD-0431;Vélo Tout Terrain Apex;Sports & Loisirs;43.19;349;En stock;4.3;2024-03-24;7.16;3660123221119
PROD-0432;Chaussures de Sport Quantum;Mode;640.92;1353;En stock;3.5;2025-10-19;8.21;3660123293862
PROD-0433;Chaussures de Sport Zenith;Mode;250.68;91;En stock;3.5;2025-04-21;4.02;3660123977740
PROD-0434;Sac à Dos Apex;Mode;204.95;1426;En stock;4.3;2024-03-28;10.06;3660123947438
PROD-0435;Parfum Vortex;Beauté & Santé;303.48;124;En stock;4.7;2026-04-18;7.89;3660123661527
PROD-0436;Raquette de Tennis Nova;Sports & Loisirs;624.37;161;En stock;3.8;2026-05-24;10.74;3660123626491
PROD-0437;Brosse à Dents Électrique Apex;Beauté & Santé;1234.53;919;En stock;3.3;2024-06-20;14.59;3660123947732
PROD-0438;Machine à Café Apex;Maison & Cuisine;556.14;1399;En stock;3.9;2026-04-22;9.45;3660123974625
PROD-0439;Crème Hydratante Zenith;Beauté & Santé;1184.93;137;En stock;3.2;2025-07-23;6.02;3660123441968
PROD-0440;Sac à Dos Quantum;Mode;1193.13;25;Stock faible;4.6;2025-09-30;8.85;3660123919656
PROD-0441;Tapis de Yoga Quantum;Sports & Loisirs;203.03;1160;En stock;4.2;2026-02-15;14.48;3660123205071
PROD-0442;Tablette Apex;Électronique;1023.6;1096;En stock;4.8;2026-06-17;6.22;3660123501650
PROD-0443;Raquette de Tennis Vortex;Sports & Loisirs;620.22;352;En stock;3.6;2024-05-27;9.31;3660123813884
